chip_id,burn_frac,cloud_frac,dnbr_burn_med,dnbr_unburn_med,top_lc
BS_tr_000001,0.04337310791015625,0.0037,0.14861010015010834,-0.11567138135433197,90
BS_tr_000002,0.2733154296875,0.1805,0.11456682533025742,0.059555783867836,30
BS_tr_000003,0.23717498779296875,0.0079,0.33529019355773926,0.034755345433950424,30
BS_tr_000004,0.21993637084960938,0.0253,0.27483507990837097,0.09212465584278107,30
BS_tr_000005,0.13077163696289062,0.287,0.1961701661348343,0.0398193821310997,30
BS_tr_000006,0.40924072265625,0.2078,0.15316241979599,0.1000823825597763,40
BS_tr_000007,0.12310409545898438,0.0,0.22965173423290253,0.009273596107959747,40
BS_tr_000008,0.050815582275390625,0.0221,0.29815271496772766,-0.053285520523786545,40
BS_tr_000009,0.1016998291015625,0.2421,0.18492558598518372,0.07909271866083145,40
BS_tr_000010,0.10341262817382812,0.1639,0.4620315432548523,-0.011500358581542969,30
BS_tr_000011,0.10788726806640625,0.0852,0.2574070692062378,-0.0006361976265907288,40
BS_tr_000012,0.03385162353515625,0.0546,0.22396455705165863,-0.011808640323579311,40
BS_tr_000013,0.24772262573242188,0.0769,0.27834388613700867,0.043007660657167435,40
BS_tr_000014,0.033275604248046875,0.0019,0.18496224284172058,-0.08789703249931335,40
BS_tr_000015,0.027912139892578125,0.0,0.38216155767440796,-0.020877689123153687,90
BS_tr_000016,0.18685531616210938,0.1074,0.19118690490722656,0.012598492205142975,30
BS_tr_000017,0.14552688598632812,0.0,0.36451053619384766,0.015041127800941467,40
BS_tr_000018,0.24995803833007812,0.0,0.12081614136695862,0.02005581557750702,30
BS_tr_000019,0.09852981567382812,0.0003,0.31158873438835144,0.036412715911865234,40
BS_tr_000020,0.09738922119140625,0.0052,0.4647734463214874,0.03355669602751732,40
BS_tr_000021,0.27399444580078125,0.0055,0.2625722289085388,0.11590312421321869,40
BS_tr_000022,0.036041259765625,0.0017,0.25400131940841675,0.021543700248003006,40
BS_tr_000023,0.13831710815429688,0.0,0.6018168926239014,0.013116583228111267,40
BS_tr_000024,0.3430023193359375,0.059,0.20407256484031677,0.05303848534822464,40
BS_tr_000025,0.2846183776855469,0.0784,0.38034895062446594,0.017463311553001404,30
BS_tr_000026,0.3853721618652344,0.0,0.21286945044994354,0.09110832214355469,40
BS_tr_000027,0.037261962890625,0.1899,0.18620556592941284,-0.1250184178352356,40
BS_tr_000028,0.3174018859863281,0.1551,0.2220798283815384,0.012239322066307068,30
BS_tr_000029,0.105377197265625,0.0425,0.2047749012708664,0.012873428873717785,40
BS_tr_000030,0.066925048828125,0.0766,0.15606802701950073,0.0109364353120327,40
BS_tr_000031,0.06715011596679688,0.0692,0.2801174819469452,0.006376869976520538,40
BS_tr_000032,0.08924102783203125,0.2039,0.33629974722862244,0.0016500502824783325,40
BS_tr_000033,0.001255035400390625,0.2679,0.16649621725082397,-0.1755649447441101,40
BS_tr_000034,0.22967529296875,0.2272,0.41727495193481445,-0.000805974006652832,40
BS_tr_000035,0.051227569580078125,0.0402,0.24343885481357574,-0.0023157596588134766,40
BS_tr_000036,0.15327835083007812,0.1506,0.3060353100299835,0.049348361790180206,30
BS_tr_000037,0.03411865234375,0.0223,0.2547359764575958,0.09242848306894302,40
BS_tr_000038,0.10400772094726562,0.0,0.09876464307308197,0.012805595993995667,40
BS_tr_000039,0.310638427734375,0.1831,0.16666609048843384,0.24654527008533478,40
BS_tr_000040,0.03279876708984375,0.1648,0.11396891623735428,-0.05519724637269974,40
BS_tr_000041,0.12642288208007812,0.0322,0.14748609066009521,0.05556385964155197,40
BS_tr_000042,0.10055160522460938,0.2911,0.27721869945526123,0.1014319360256195,40
BS_tr_000043,0.018383026123046875,0.0806,0.2016855776309967,-0.0989881232380867,40
BS_tr_000044,0.09363555908203125,0.4044,0.15724684298038483,0.00407516211271286,30
BS_tr_000045,0.14705657958984375,0.2575,0.28217577934265137,0.057635724544525146,40
BS_tr_000046,0.042301177978515625,0.3833,0.21415609121322632,0.0168464332818985,40
BS_tr_000047,0.07842636108398438,0.0,0.5372761487960815,-0.02039530873298645,40
BS_tr_000048,0.09975433349609375,0.0483,0.1992831975221634,0.09881111979484558,40
BS_tr_000049,0.1354217529296875,0.2503,0.3618409037590027,0.1529233157634735,40
BS_tr_000050,0.021373748779296875,0.0,0.38693588972091675,0.03175788372755051,40
BS_tr_000051,0.054027557373046875,0.0,0.3660578429698944,0.058996573090553284,10
BS_tr_000052,0.11712265014648438,0.0001,0.29050153493881226,0.06715743988752365,40
BS_tr_000053,0.13244247436523438,0.0,0.3158318102359772,-0.003044240176677704,40
BS_tr_000054,0.021991729736328125,0.0,0.29349929094314575,0.017491251230239868,30
BS_tr_000055,0.01718902587890625,0.0,0.3572082221508026,-0.004737915471196175,30
BS_tr_000056,0.038715362548828125,0.0,0.413272500038147,-0.0009001344442367554,30
BS_tr_000057,0.06991195678710938,0.0419,0.15907655656337738,-0.00027807801961898804,40
BS_tr_000058,0.041561126708984375,0.0,0.4654112458229065,-0.0157032310962677,40
BS_tr_000059,0.06911849975585938,0.0001,0.34489235281944275,-0.013299284502863884,40
BS_tr_000060,0.059459686279296875,0.049,0.39039531350135803,-0.004635661840438843,30
BS_tr_000061,0.026866912841796875,0.0013,0.2982290983200073,0.00035069137811660767,40
BS_tr_000062,0.03501129150390625,0.2429,0.1551116406917572,-0.047388166189193726,40
BS_tr_000063,0.056964874267578125,0.0,0.23637673258781433,-0.0004965662956237793,40
BS_tr_000064,0.020069122314453125,0.0,0.44376838207244873,0.015800029039382935,40
BS_tr_000065,0.04589080810546875,0.0,0.20151802897453308,0.0357065387070179,40
BS_tr_000066,0.021511077880859375,0.0367,0.21551117300987244,-0.048507243394851685,30
BS_tr_000067,0.13299560546875,0.0,0.12353938817977905,0.036679934710264206,40
BS_tr_000068,0.11057662963867188,0.0,0.11799170076847076,0.03222671151161194,40
BS_tr_000069,0.1024017333984375,0.0,0.2862929105758667,-0.046745117753744125,40
BS_tr_000070,0.0793304443359375,0.0,0.23587512969970703,-0.012067198753356934,40
BS_tr_000071,0.03427886962890625,0.0,0.3765939176082611,-0.015977978706359863,40
BS_tr_000072,0.07904052734375,0.0,0.20746839046478271,-0.00273238867521286,40
BS_tr_000073,0.01061248779296875,0.3455,0.13615471124649048,-0.0005470858886837959,40
BS_tr_000074,0.0652618408203125,0.003,0.36805930733680725,0.0213647298514843,40
BS_tr_000075,0.09848403930664062,0.0332,0.12317019701004028,0.03654682636260986,40
BS_tr_000076,0.0625457763671875,0.0,0.24832268059253693,-0.02146575227379799,30
BS_tr_000077,0.0705108642578125,0.0,0.15712697803974152,-0.10595661401748657,40
BS_tr_000078,0.14849472045898438,0.172,0.12228624522686005,0.07514083385467529,40
BS_tr_000079,0.052490234375,0.0,0.30077242851257324,-0.0005290042608976364,40
BS_tr_000080,0.07751083374023438,0.4848,0.25466006994247437,-0.08392859250307083,40
BS_tr_000081,0.17417526245117188,0.0,0.165655255317688,-0.014818325638771057,40
BS_tr_000082,0.05838775634765625,0.0001,0.11109137535095215,-0.1617395430803299,30
BS_tr_000083,0.056156158447265625,0.0992,0.24918527901172638,-0.06289242953062057,10
BS_tr_000084,0.04373931884765625,0.1759,0.17208784818649292,-0.06741970777511597,30
BS_tr_000085,0.02329254150390625,0.0003,0.2095981389284134,-0.2595551013946533,30
BS_tr_000086,0.14519500732421875,0.0232,0.13895255327224731,0.023466862738132477,30
BS_tr_000087,0.1100006103515625,0.1542,0.11561192572116852,-0.011734643951058388,30
BS_tr_000088,0.15610504150390625,0.0,0.09384599328041077,0.04028431698679924,30
BS_tr_000089,0.12118148803710938,0.142,0.16407933831214905,0.03967688977718353,30
BS_tr_000090,0.18191909790039062,0.0,0.3697325885295868,-0.009656378999352455,30
BS_tr_000091,0.14725875854492188,0.0288,0.13455833494663239,0.02814284712076187,40
BS_tr_000092,0.039791107177734375,0.3249,0.27190330624580383,0.010864540934562683,40
BS_tr_000093,0.0283050537109375,0.1218,0.27599310874938965,-0.18692262470722198,40
BS_tr_000094,0.30760955810546875,0.2027,0.2664041519165039,0.0035659512504935265,30
BS_tr_000095,0.5605583190917969,0.0024,0.3573756515979767,0.019040491431951523,30
BS_tr_000096,0.12785720825195312,0.0,0.339559406042099,0.019429221749305725,30
BS_tr_000097,0.07343292236328125,0.267,0.15280839800834656,0.07374335080385208,30
BS_tr_000098,0.02024078369140625,0.0402,0.6057084798812866,0.026535116136074066,40
BS_tr_000099,0.17990493774414062,0.0095,0.17553742229938507,-0.01284642145037651,40
BS_tr_000100,0.032894134521484375,0.069,0.23034454882144928,-0.017299845814704895,30
BS_tr_000101,0.16158294677734375,0.0,0.38573169708251953,0.0009025931358337402,40
BS_tr_000102,0.04048919677734375,0.0704,0.4492933750152588,0.04022916778922081,40
BS_tr_000103,0.046234130859375,0.0,0.5137522220611572,-0.002848070114850998,40
BS_tr_000104,0.09598159790039062,0.0,0.2132536768913269,-0.0065473467111587524,40
BS_tr_000105,0.11026763916015625,0.0,0.28686776757240295,0.0033447816967964172,40
BS_tr_000106,0.22463607788085938,0.1073,0.14702937006950378,0.056761205196380615,30
BS_tr_000107,0.038936614990234375,0.1312,0.32651418447494507,-0.011173814535140991,40
BS_tr_000108,0.030467987060546875,0.3646,0.1418595314025879,0.015700483694672585,40
BS_tr_000109,0.3195648193359375,0.0405,0.23000970482826233,-0.03933082893490791,30
BS_tr_000110,0.02771759033203125,0.0315,0.2241300642490387,0.007325026206672192,40
BS_tr_000111,0.2523307800292969,0.0,0.23598691821098328,-0.01944240927696228,30
BS_tr_000112,0.20460891723632812,0.0,0.5106257200241089,-0.007769785821437836,30
BS_tr_000113,0.022411346435546875,0.0,0.8559296131134033,0.07427000999450684,80
BS_tr_000114,0.07562255859375,0.161,0.32631245255470276,0.029276087880134583,80
BS_tr_000115,0.06069183349609375,0.1892,0.3443877100944519,-0.13866394758224487,30
BS_tr_000116,0.016880035400390625,0.2543,0.5266057252883911,-0.06016864627599716,30
BS_tr_000117,0.3622093200683594,0.1578,0.2905808389186859,0.05114222317934036,30
BS_tr_000118,0.03955078125,0.0,0.11566618829965591,-0.02195318602025509,40
BS_tr_000119,0.19526290893554688,0.0067,0.24776294827461243,0.058363087475299835,40
BS_tr_000120,0.12294387817382812,0.0,0.2401595562696457,-0.13678033649921417,40
BS_tr_000121,0.05977630615234375,0.0093,0.11260360479354858,-0.08016328513622284,30
BS_tr_000122,0.1160736083984375,0.0102,0.23615075647830963,0.0187954343855381,30
BS_tr_000123,0.02777862548828125,0.0,0.2821686863899231,-0.011964086443185806,40
BS_tr_000124,0.08433914184570312,0.0045,0.2809509038925171,0.025189697742462158,40
BS_tr_000125,0.19643020629882812,0.2939,0.33452826738357544,0.09503915905952454,40
BS_tr_000126,0.03369140625,0.1452,0.2968165874481201,0.007563963532447815,40
BS_tr_000127,0.024456024169921875,0.0476,0.2935122847557068,0.04594483971595764,40
BS_tr_000128,0.13219070434570312,0.45,0.18795832991600037,-0.0020885318517684937,40
BS_tr_000129,0.068572998046875,0.2262,0.266190767288208,0.0008489489555358887,40
BS_tr_000130,0.08053970336914062,0.0959,0.27675390243530273,0.020008504390716553,40
BS_tr_000131,0.07661056518554688,0.1058,0.20913630723953247,0.053771793842315674,40
BS_tr_000132,0.07701873779296875,0.1006,0.1365339159965515,-0.018811117857694626,40
BS_tr_000133,0.06518173217773438,0.08,0.15495267510414124,-0.07999865710735321,40
BS_tr_000134,0.045230865478515625,0.0049,0.11245982348918915,-0.03746039420366287,40
BS_tr_000135,0.18869781494140625,0.0,0.32048991322517395,0.0029646821785718203,30
BS_tr_000136,0.0408935546875,0.0,0.12387043237686157,0.1506253480911255,80
BS_tr_000137,0.079833984375,0.1431,0.20830994844436646,-0.05414249747991562,40
BS_tr_000138,0.036846160888671875,0.0024,0.106021448969841,0.03444109857082367,40
BS_tr_000139,0.08182525634765625,0.008,0.1491859406232834,-0.004967894405126572,40
BS_tr_000140,0.053592681884765625,0.2086,0.172427237033844,0.020909585058689117,40
BS_tr_000141,0.2780265808105469,0.0051,0.1837758868932724,0.03108752891421318,40
BS_tr_000142,0.07554244995117188,0.2299,0.1423099935054779,0.0065124258399009705,40
BS_tr_000143,0.000102996826171875,0.0174,0.1272546947002411,-0.16114836931228638,40
BS_tr_000144,0.028812408447265625,0.1319,0.1787298172712326,-0.1049569845199585,90
BS_tr_000145,0.021709442138671875,0.0,0.14110584557056427,-0.0991869568824768,40
BS_tr_000146,0.034145355224609375,0.0,0.18948739767074585,-0.19133377075195312,90
BS_tr_000147,0.14161300659179688,0.0484,0.21386146545410156,-0.03611522912979126,40
BS_tr_000148,0.035312652587890625,0.141,0.16709405183792114,-0.04970160499215126,40
BS_tr_000149,0.0253448486328125,0.0005,0.19062180817127228,-0.025324653834104538,30
BS_tr_000150,0.02756500244140625,0.3935,0.34251701831817627,-0.049630340188741684,30
BS_tr_000151,0.046009063720703125,0.0,0.16927407681941986,0.0039643943309783936,40
BS_tr_000152,0.10506439208984375,0.1227,0.11798690259456635,0.05119409039616585,40
BS_tr_000153,0.032024383544921875,0.1106,0.3160892128944397,0.015682972967624664,40
BS_tr_000154,0.08109664916992188,0.0,0.3864167332649231,0.008050382137298584,30
BS_tr_000155,0.08040618896484375,0.0,0.3864169716835022,0.022219792008399963,40
BS_tr_000156,0.07166290283203125,0.0,0.35379546880722046,-0.009409423917531967,30
BS_tr_000157,0.17272186279296875,0.1737,0.2655850648880005,0.0315508171916008,40
BS_tr_000158,0.029277801513671875,0.3977,0.23847661912441254,0.040192026644945145,40
BS_tr_000159,0.19171524047851562,0.0179,0.35547924041748047,0.023232609033584595,40
BS_tr_000160,0.19043350219726562,0.0,0.2092280238866806,0.03239728510379791,30
BS_tr_000161,0.10373687744140625,0.0,0.16143110394477844,0.0039222389459609985,40
BS_tr_000162,0.10406494140625,0.009,0.46044185757637024,0.029989123344421387,40
BS_tr_000163,0.09054183959960938,0.3158,0.17868968844413757,-0.006323277950286865,40
BS_tr_000164,0.10486984252929688,0.2441,0.1526808887720108,0.06941931694746017,40
BS_tr_000165,0.09954452514648438,0.1843,0.28414151072502136,0.044915132224559784,40
BS_tr_000166,0.018665313720703125,0.4129,0.15695929527282715,0.04647103324532509,30
BS_tr_000167,0.040012359619140625,0.1303,0.08943307399749756,0.027243196964263916,40
BS_tr_000168,0.062030792236328125,0.3111,0.28094029426574707,0.020859062671661377,40
BS_tr_000169,0.21625900268554688,0.0189,0.21059365570545197,0.0037299692630767822,40
BS_tr_000170,0.02774810791015625,0.0936,0.13434775173664093,-0.02038111537694931,40
BS_tr_000171,0.04776763916015625,0.3402,0.40256887674331665,0.02339068055152893,30
BS_tr_000172,0.041530609130859375,0.3681,0.33941346406936646,0.01107516884803772,40
BS_tr_000173,0.09431838989257812,0.0869,0.2162134349346161,0.04119873046875,40
BS_tr_000174,0.11323928833007812,0.2028,0.30191677808761597,0.019474051892757416,30
BS_tr_000175,0.2204437255859375,0.2185,0.6969382762908936,-0.0028366297483444214,90
BS_tr_000176,0.0199737548828125,0.0,0.400870680809021,-0.01647525280714035,40
BS_tr_000177,0.00025177001953125,0.2533,0.2101088911294937,-0.06469275057315826,40
BS_tr_000178,0.031803131103515625,0.0,0.3335162401199341,-0.0033875107765197754,30
BS_tr_000179,0.033840179443359375,0.0,0.16485333442687988,0.0020967768505215645,40
BS_tr_000180,0.21639633178710938,0.0221,0.2809397876262665,0.02273508906364441,30
BS_tr_000181,0.08446502685546875,0.0,0.25790107250213623,0.02242255210876465,40
BS_tr_000182,0.030853271484375,0.0986,0.21708618104457855,-0.016038991510868073,10
BS_tr_000183,0.09091949462890625,0.0,0.385972797870636,0.022320060059428215,40
BS_tr_000184,0.050609588623046875,0.0044,0.2194388508796692,-0.013144224882125854,80
BS_tr_000185,0.004131317138671875,0.0,0.21881143748760223,-0.21734486520290375,40
BS_tr_000186,0.00965118408203125,0.0,0.17386995255947113,-0.003919340670108795,80
BS_tr_000187,0.038448333740234375,0.0055,0.25954028964042664,-0.052219998091459274,40
BS_tr_000188,0.1231536865234375,0.0,0.44728851318359375,0.000929300207644701,30
BS_tr_000189,0.02397918701171875,0.0002,0.37234067916870117,-0.020659029483795166,30
BS_tr_000190,0.0850982666015625,0.0,0.18179535865783691,-0.028425315394997597,40
BS_tr_000191,0.06561279296875,0.0,0.6674644351005554,-0.010686795227229595,90
BS_tr_000192,0.016597747802734375,0.0,0.13941776752471924,-0.02039242535829544,40
BS_tr_000193,0.10991287231445312,0.0,0.27846601605415344,-0.011904686689376831,30
BS_tr_000194,0.14603424072265625,0.0028,0.3851638436317444,0.026467807590961456,40
BS_tr_000195,0.10425567626953125,0.2251,0.23677799105644226,0.030213847756385803,40
BS_tr_000196,0.05196380615234375,0.0,0.2512286901473999,0.0025604423135519028,30
BS_tr_000197,0.058368682861328125,0.0,0.501481831073761,0.03174865245819092,90
BS_tr_000198,0.06271743774414062,0.0052,0.12843701243400574,-0.025383900851011276,40
BS_tr_000199,0.020999908447265625,0.0,0.6090245246887207,0.0027458369731903076,40
BS_tr_000200,0.054286956787109375,0.0,0.2820000946521759,-0.009151101112365723,30
BS_tr_000201,0.038604736328125,0.0,0.1696273386478424,0.01934140920639038,40
BS_tr_000202,0.16774368286132812,0.0,0.3849289119243622,-0.00047887861728668213,30
BS_tr_000203,0.0024261474609375,0.0025,0.1897132396697998,-0.000873468816280365,10
BS_tr_000204,0.03362274169921875,0.0077,0.2987145185470581,-0.004662680439651012,30
BS_tr_000205,0.015674591064453125,0.0,0.14320705831050873,-0.009426534175872803,40
BS_tr_000206,0.046657562255859375,0.0,0.3977538049221039,0.01963185891509056,40
BS_tr_000207,0.00847625732421875,0.0849,0.1268976330757141,-0.04435744881629944,90
BS_tr_000208,0.017543792724609375,0.0,0.22860194742679596,0.03706216812133789,30
BS_tr_000209,0.3047447204589844,0.0,0.12659627199172974,0.08060450851917267,40
BS_tr_000210,0.07718276977539062,0.0,0.31435251235961914,0.024313464760780334,40
